slug,name,division,category,status,build_state,test_state,implementation_count,test_count,has_all_system_libraries,risk_hint,coding_path_status,next_coding_step,target_workflow,production_readiness_status,fully_coded,production_ready,path
legal-contract-lifecycle,Contract Lifecycle Automator,DreamLegal,contract-management,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/legal-contract-lifecycle
legal-money-bot,Legal Money Bot,DreamLoans,legal,active,built_and_test_covered,ready_for_test_run,1,1,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/legal-money-bot
legal-risk-scorer,Legal Risk Scorer,DreamLegal,legal-risk,active,built_and_test_covered,ready_for_test_run,1,1,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/legal-risk-scorer
legal-scenario-sim,Legal Scenario Simulator,DreamLegal,legal-simulation,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/legal-scenario-sim
legal_money_bot,Legal Money Bot,DreamFinance,dreamco-system,active,built_and_test_covered,ready_for_test_run,1,1,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/legal_money_bot
lending-platform,Digital Lending Platform,DreamLoans,digital-lending,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lending-platform
lesson-planner,Lesson Plan Generator,DreamEducation,curriculum,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lesson-planner
lib-angular,Angular Expert Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-angular
lib-anthropic,Anthropic Claude Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-anthropic
lib-astro,Astro Static Site Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-astro
lib-aws,AWS SDK & Cloud Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-aws
lib-axios,HTTP & Fetch Library Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-axios
lib-azure,Microsoft Azure Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-azure
lib-bun,Bun Runtime Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-bun
lib-celery,Celery Task Queue Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-celery
lib-cloudflare,Cloudflare Workers Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-cloudflare
lib-cypress,Cypress Testing Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-cypress
lib-date-fns,Date & Time Library Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-date-fns
lib-deno,Deno & Fresh Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-deno
lib-docker,Docker & Containers Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-docker
lib-drizzle,Drizzle ORM Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-drizzle
lib-elasticsearch,Elasticsearch & OpenSearch Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-elasticsearch
lib-electron,Electron Desktop Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-electron
lib-elysiajs,ElysiaJS Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-elysiajs
lib-esbuild,esbuild & Turbo Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-esbuild
lib-ethers,Ethers.js & viem Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-ethers
lib-express,Express.js API Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-express
lib-fastify,Fastify Framework Bot,DreamCodeLab,coding-library,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-fastify
lib-firebase,Firebase & Firestore Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-firebase
lib-flutter,Flutter & Dart Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-flutter
lib-framer-motion,Framer Motion Animation Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-framer-motion
lib-gcp,Google Cloud Platform Bot,DreamCodeLab,coding-library,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-gcp
lib-github-actions,GitHub Actions CI/CD Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-github-actions
lib-godot,Godot Engine Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-godot
lib-golang,Go Language Expert Bot,DreamCodeLab,coding-library,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/lib-golang
